name,full_name,dob,age,height,weight,eye_color,hair_color,zodiac_sign,hometown,nationality,education_qualification,religion,food_habit,hobbies,marital_status,salary,net_worth,image_path
Kumar Gaurav,Kumar Gaurav,11 July 1960,,173 cm,,Brown,Black,Cancer,Lucknow, Indian,High School,Hinduism,,,Married,₹6 Crore,₹68 Crore,images/Kumar_Gaurav.jpg
Kulbhushan Kharbanda,Kulbhushan Kharbanda,21 October 1944,,170 cm,75 kg,Brown,White,Libra ,Punjab_India, Indian,Graduate,Sikhism,,Reading,Married,,,images/Kulbhushan_Kharbanda.jpg
Kishore Kumar,Kishore Kumar,4 August 1929,,173 cm,75 kg,Black,Black,Leo,Khandwa_Central Provinces (Now Madhya Pradesh)_British India,Indian,Graduate,Hinduism,,Reading Novels_Driving_Playing Table Tennis and Football,Married,Rs. 35000/song (as in 1960-1970),$1 million (as in 1980),images/Kishore_Kumar.jpg
Kishore Ajwani,Kishore Ajwani,Not Known,,178 cm,70 kg,Dark Brown,Brown,,New Delhi,Indian,"B.E. (Electronics Engineering),
Post Graduate Diploma in International Marketing,
Post Graduate Diploma in Communications",Not Known,,,Married,,,images/Kishore_Ajwani.jpg
Kay Kay,Kay Kay,2 October 1966,,1.86 cm,85 kg,Grey,Brown,Libra,Pune_Maharashtra (His ancestral background is from Kerala),Indian ,"Bachelors - Physics,
MBA - Marketing",Hindu,,Reading books_Acting,Married,Not Known,Not Known,images/Kay_Kay.jpg
Kiran Kumar,Kiran Kumar,20 October 1953 ,, 180 cm, 75 kg,,,,Mumbai_Maharashtra_India,Indian,,Hinduism,,Watching TV (Cricket),Married,,,images/Kiran_Kumar.jpg
Karthi (Actor),Karthi (Actor),25 May 1977,, 178 cm, 78 kg,Dark Brown,Black,Gemini,Chennai_Tamil Nadu_India,Indian,,Hindu,,Singing,Married,8 to 10 Crore/film (INR),,images/Karthi_(Actor).jpg
Karan Kapoor,Karan Kapoor,18 January 1962,,-178 cm,-80 kg,Hazel Brown,Salt & Pepper,Capricorn,Mumbai_Maharashtra_India,Indian,,Hinduism,,Photography,Married,,,images/Karan_Kapoor.jpg
Karan Johar,Karan Dharma Kama Johar,25 May 1972,,178 cm,70 kg,Dark Brown,Black,Gemini,Mumbai_Maharashtra_India,Indian ,M. A. in French,Hinduism,Non-Vegetarian,Collecting Old Things and Antiques,Unmarried,₹6-8 crore/TV show season,₹835 Crore ($172 million),images/Karan_Johar.jpg
Karan Singh,Karan Singh,23 February 1982,,175 cm,76 kg,Light Brown,Black,Pisces,New Delhi_India,Indian,Graduate (Hotel Management),Sikh,,Playing games on playstation,Married,"Rs 80,000 per day (for TV serial)",13.4 Crores (INR),images/Karan_Singh.jpg
Kamal Haasan,Kamal Haasan,7 November 1954,,170 cm,,Black,Black,Scorpio,Chennai_Tamil Nadu_India,Indian ,Not Known,Hinduism,,Reading,Divorced,30 crore/film (INR),$100 million,images/Kamal_Haasan.jpg
Kamaal R,Kamaal Rashid Khan, 1 January 1975,,170 cm,62 kg,Black,Black,Capricorn,Deoband_Uttar Pradesh_India,Indian ,Graduate,Islam,,Giving film reviews,Divorced,,,images/Kamaal_R.jpg
"Karan Age,","Karan Age,",19 August 1969,,,,,,Leo,Tamil Nadu_India,Indian ,,Hinduism,,Watching films,Married,,,"images/Karan_Age,.jpg"
Kapil Sharma,Kapil Sharma,2 April 1981,,175 cm,80 kg,Black,Black,Aries,Amritsar_Punjab_India,Indian ,Graduate,Hinduism,,Singing,Married,₹60-80 lakh/episode,$10 million,images/Kapil_Sharma.jpg
K. L.,Kundanlal Saigal,11 April 1904,,175 cm,75 kg,,,Aries,Jalandhar_Punjab_British India, Indian,Not Known,Hinduism,,Singing & Playing Harmonium,Married," 20,000/song (INR)",,images/K._L..jpg
Kabir Bedi,Kabir Bedi,16 January 1946,,188 cm,64 kg,Dark Brown,Salt & Pepper,Capricorn,Delhi, Indian,Graduate (Field Not Known),Sikh,,Travelling_Writing,Married,,Not Known,images/Kabir_Bedi.jpg
Jugal Hansraj,Jugal Hansraj,26 July 1972,, 175 cm, 76 kg,,,Leo,Mumbai_India,Indian,,Hindu,,Listening music_swimming,Married,,,images/Jugal_Hansraj.jpg
John Abraham,John Abraham,17 December 1972,,183 cm,95 kg,Black,Black,Sagittarius,Mumbai_Maharashtra_India,Indian,"B.A. in Economics from Jai Hind College, University of Mumbai,
MBA from Mumbai Educational Trust",Christianity,Non-Vegetarian (Pescetarian and Eggetarian),Biking and Gymming ,Married,₹11 Crore/film,₹168 Crore,images/John_Abraham.jpg
Johnny Lever,Johnny Lever,14 August 1957,,165 cm,66 kg,Black,Black,Leo,Prakasam_Andhra Pradesh_India (Presently lives in Mumbai_India),Indian ,7th Standard,Christianity,,Doing Charity_Doing Mimicry_Listening to Music_Watching Films,Married,Not Known,Not Known,images/Johnny_Lever.jpg
Jisshu Sengupta,Jisshu Sengupta,15 March 1977 ,,183 cm,75 kg,Dark Brown,Black,Pisces,Kolkata_India,Indian,Degree in Economics,Hinduism,,Driving_Listening to Music,Married,,,images/Jisshu_Sengupta.jpg
Jeet (Actor),Jeet (Actor),30 November 1978,,183 cm,75 kg,Dark Brown,Black,Sagittarius,Kolkata_India,Indian,Graduate,Hinduism,,Shopping_Gymming_Watching Dramas and Movies_Creating Art,Married,,,images/Jeet_(Actor).jpg
Jithan Ramesh,Jithan Ramesh,23 October 1982,,175 cm,75 kg,Dark Brown,Black,Libra,Chennai_Tamil Nadu_India,Indian,Bachelor of Business Administration (BBA),Hinduism,Non-Vegetarian,Travelling_Playing Cricket,Married,,,images/Jithan_Ramesh.jpg
Jimmy Sheirgill,Jimmy Sheirgill,3 December 1970,,173 cm,65 kg,Black,Black,Sagittarius,Patiala_Punjab_India,Indian ,B.Com ,Sikhism,Non-Vegetarian,Reading_Playing & Watching Cricket,Married,₹1-2 crore/film,₹68 Crore ($10 million),images/Jimmy_Sheirgill.jpg
"Jayasurya Height,",Jayasurya Maradu,31 August 1978,,173 cm,-70 kg,Black,Black,Virgo,Thrippunithura_Kochi, Indian,Bachelor of Commerce,Hinduism,,Singing_Doing Mimicry & Reading,"Married,
", 45 lacs/film (INR),,"images/Jayasurya_Height,.jpg"
Jayam Ravi,Jayam Ravi,10 September 1980,, 180 cm, 77 kg ,Brown,Black,Virgo,Tirumangalam_Madurai_Tamil Nadu,Indian,,Hinduism,,Dancing,Married,,,images/Jayam_Ravi.jpg
Jiiva (aka,Jiiva (aka,4 January 1984,, 182 cm,70 kg,,,Capricorn,Chennai_Tamil Nadu_India,Indian,,Hindu,,Listening to music_watching films_playing cricket_playing computer games,Married,,,images/Jiiva_(aka.jpg
Jayant Sinha,Jayant Sinha,21 April 1963,,177 cm, 70 kg,Black,Salt & Pepper,Taurus,Jharkhand_India,Indian,"• Graduation (1985) ,
• Master of Science in Energy Management and Policy (1986) ,
• M.A (1992),
• Master of Business Administration (1992)",Hinduism,,Travelling_Playing Tennis_Walking_Collecting Artistic objects & Antique Furniture_Writing Romantic Poems,Married,Rs. 1 Lakh + Other Allowances,Rs. 77 Crore (as in 2019),images/Jayant_Sinha.jpg
Jayaram (Actor),Jayaram (Actor),10 December 1965,,175 cm,80 kg,Black,Black,Sagittarius,Perumbavoor_Kerala_India,Indian,B.A. in Economics,Hinduism,,Reading Newspaper,Married,,,images/Jayaram_(Actor).jpg
Jeetendra (Actor),Jeetendra (Actor),7 April 1942,,175 cm,72 kg,Dark Brown,Black,Aries,Amritsar_Punjab,Indian,Graduation,Hinduism,,Dancing_Listening to Music,Married,,,images/Jeetendra_(Actor).jpg
Jagapati Babu,Veeramachaneni Jagapatirao Chowdary,12 February 1962,,175 cm,70 kg,Dark Brown,Black,Aquarius,Chennai_Tamil Nadu_India,Indian,Graduate,Hinduism,,Travelling_Reading,Married,,,images/Jagapati_Babu.jpg
"Jagdeep Age,",Syed Ishtiaq Ahmed Jafri,29 March 1939,,174 cm,60 kg,Black,Salt & pepper,Aries ,Mumbai_India, Indian,Not known,Islam,,,Married,,,"images/Jagdeep_Age,.jpg"
Jai (Actor),Jai (Actor),"6 April 1985,
",, 173 cm, 63 kg ,Black,Black,Aries,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Watching films,Unmarried,,,images/Jai_(Actor).jpg
Irrfan Khan,Irrfan Khan,7 January 1967,,183 cm,75 kg,Dark Brown,Black,Capricorn,Khajuriya village_Tonk district_Rajasthan_India,Indian,Diploma in Dramatic Arts,Islam,Vegetarian,Reading_Playing Cricket,Married,₹12-14 crore/film,₹344 Crores ($50 million),images/Irrfan_Khan.jpg
Jackie Shroff,"Jai Kishan Kakubhai ""Jackie"" Shroff",1 February 1957 (Friday),63 Years,183 cm,,Dark Brown,Salt & Pepper,Aquarius,Mumbai_India,Indian,11th Standard ,,"Vegetarian,
,
, He became a vegetarian while shooting for Deepak Balraj Vij's Malik Ek (2010) ",Cooking_Listening to Music,Married,,Rs. 181 Crore (as in 2020) ,images/Jackie_Shroff.jpg
Jackky Bhagnani,Jackky Bhagnani,25 December 1984,,178 cm,80 kg,Black,Black,Capricorn,Mumbai_Maharashtra,Indian,Graduate in Commerce,Hinduism,,,Unmarried,,,images/Jackky_Bhagnani.jpg
Imran Khan,Imran Khan,13 January 1983,,178 cm,70 kg,Hazel Brown,Black,Capricorn,Mumbai_Maharashtra_India,American,"Degree in Filmmaking from New York Film Academy, Los Angeles",Islam,Non-Vegetarian,Travelling_Photgraphy_Cooking,Married,₹7-10 Crore,₹100 Crore ($15 Million),images/Imran_Khan.jpg
Imran Hasnee,Imran Hasnee,1 December 1972,,178 cm,70 kg,Grey,Brown,Sagittarius,Bhopal_Madhya Pradesh_India,Indian,Master of Computer Management,Islam,Non-Vegetarian,Travelling_Reading_Dancing_Cooking,Not Known,,,images/Imran_Hasnee.jpg
Ileana D’Cruz,Ileana D’Cruz,1 November 1987,,165 cm,55 Kg,Dark Brown,Black,Scorpio,Parra_Goa_India,Indian,Graduation,Roman Catholicism,Non-Vegetarian,Swimming_Photography_Reading,Unmarried,₹2-3 Crore/Film,,images/Ileana_D’Cruz.jpg
Hiran Chatterjee,Hiran Chatterjee,19 December 1985,,178 cm,75 kg,Dark Brown,Black,Sagittarius,Kolkata_India,Indian,"B.A in English (Hons.), Management in Logistics & Supply Chain and Law in Customs",Hinduism,,Travelling_Spending Time with Family,Married,,,images/Hiran_Chatterjee.jpg
Hrithik Roshan,Hrithik Roshan,10 January 1974,,180 cm,85 kg,Hazel Green,Black,Capricorn,Mumbai_Maharashtra_India,Indian,"Bachelors of Commerce from Sydenham College, Mumbai",Hinduism,Non-Vegetarian,Travelling_Gymming_Reading ,Divorced,₹35-40 Crores/film,₹1428 Crore ($215 million),images/Hrithik_Roshan.jpg
Himesh Reshammiya,Himesh Reshammiya,23 July 1973,,170 cm,70 kg,Black,Black,Leo,Bhavnagar_Gujarat_India,Indian ,Not Known,Hindu,,Theatre plays,Married,"10 Crore/film (INR),
2 Crore/album (INR)",$4 million,images/Himesh_Reshammiya.jpg
Harman Baweja,Harman Baweja,13 November 1980,,-183 cm,-80 kg,Dark Brown,Black,Scorpio,Chandigarh_India,Indian,,Sikhism,,Listening to music,Unmarried,,,images/Harman_Baweja.jpg
Harshvardhan Rane,Harshvardhan Rane,16 December 1983,,175 cm,74 kg,Dark Brown,Black,Sagittarius,Gwalior_Madhya Pradesh_India,Indian ,Not Known,Hindu,,Workout_driving_photography_playing badminton and listening music,Unmarried,Not Known,Not Known,images/Harshvardhan_Rane.jpg
Harbhajan Mann,Harbhajan Mann,30 December 1965 ,,185 cm,80 kg,Dark Brown,Black,Capricorn,Village Khemuana_Bathinda_Punjab_India,Indian,Not Known,Sikhism,,Reading Punjabi Literature & Newspapers_Spending Time With Family_Travelling_Watching the Ice Hockey Game.,Married,,,images/Harbhajan_Mann.jpg
Guru Dutt,Guru Dutt,"9 July 1925,
",,173 cm,75 kg,,,Cancer,Bhowanipore_West Bengal_India, Indian,Not Known,Hinduism,,Playing Badminton_Writing_Reading_Dancing_Taking Care of Animals & Listening Music ,Married,"INR 60-70 thousand/film (as a film Director),
INR 80-90 thousand/Film (as an actor)",Not Known,images/Guru_Dutt.jpg
Harish Kumar,Harish Kumar,1 August 1975 ,,163 cm,70 kg,Black,Black,Leo,Hyderabad, Indian,Not Known,Hinduism,,,Married,,,images/Harish_Kumar.jpg
Gurdas Maan,Gurdas Maan,4 January 1957,,175 cm,70 kg,Dark Brown,Black,Capricorn,Giddarbaha_District Muktsar_Punjab_India,Indian ,"Diploma Course in Sports Coaching from National Institute of Sports, Patiala, India",Sikhism,Vegetarian/Non-Vegetarian,Gymming_Yoga_Poetry,Married,,,images/Gurdas_Maan.jpg
Gurmeet Choudhary,Gurmeet Sitaram Choudhary,22 February 1984,,180 cm,75 kg,Brown,Black,Pisces,Bhagalpur District_Bihar_India,Indian,,Hinduism,Non-Vegetarian,Reading_Collecting Goggles & Sunglasses,Married,"₹ 80,000/day",,images/Gurmeet_Choudhary.jpg
Gulshan Devaiah,Gulshan Devaiah,28 May 1978,,178 cm,68 kg,Black,Black,Gemini,Jalahalli_Bengaluru_Karnataka_India,Indian,Degree in Fashion Designing ,Hindu,,Theatre plays and reading,Married,Not Known,Not Known,images/Gulshan_Devaiah.jpg
Gulshan Grover,Gulshan Grover,21 September 1955,,175 cm,70 kg,Black,Black,Virgo,New Delhi_India,Indian ,Post Graduate in Commerce,Hinduism,,Workout and Swimming,Divorced,Not Known,,images/Gulshan_Grover.jpg
"Govinda Height,","Govinda Height,",21 December 1963,,171 cm,85 kg,Brown,Black,Sagittarius,Virar_Maharashtra_India,Indian,Bachelor of Commerce,Hinduism,,Dancing_Acting,Married,₹2-3 Crores/film,₹170 Crore ($25 Million),"images/Govinda_Height,.jpg"
Gireesh Sahedev,Gireesh Sahedev,Not Known,,170 cm,70 kg,Dark Brown,Black,Not Known,Mumbai_Maharashtra,Indian,Graduate,Hinduism,,Travelling_Watching TV_Reading ,Married,,,
Gavie Chahal,Gavie Chahal,11 November 1978,, 188 cm, 83 kg,Black,Black,Scorpio,Mansa_Punjab_India,Indian,,Sikhism,,Playing Kabaddi_Basketball & Cricket,Married,,,images/Gavie_Chahal.jpg
Girish Karnad,Girish Raghunath Karnad,19 May 1938,,175 cm,80 kg,Dark Brown,Black & White,Taurus,Bengaluru_India,Indian,"• Bachelor of Science in Mathematics and Statistics,
• Master of Arts in Philosophy, Political Science, and Economics,
• Ph.D. (Doctor of Philosophy)",Hinduism,,Reading_Writing_Listening to soft music_Yoga,Married,,,images/Girish_Karnad.jpg
Ganesh (Actor),Ganesh (Actor),2 July 1980,, 170 cm, 59 kg ,Dark Brown,Black,Cancer,Bangalore_Karnataka_India,Indian,,Hinduism,,Watching films,Married,,,images/Ganesh_(Actor).jpg
Fawad Khan,Fawad Khan,29 November 1981,,178 cm,69 kg,Dark Brown,Black,Sagittarius,Lahore_Pakistan,Pakistani,Bachelor in Computers and Telecom Engineering,Islam,,Singing_playing guitar_watching cartoons,Married,2 crore/film (PKR),Not Known,images/Fawad_Khan.jpg
Farhan Akhtar,Farhan Akhtar,9 January 1974,,175 cm,70 kg,Dark Brown,Black,Capricorn,Lucknow_Uttar Pradesh (Settled in Mumbai),Indian,High School,Atheist,Non-Vegetarian,Collecting Gadgets_Singing,Divorced,₹10 crore/film,₹140 Crores ($22 Million),images/Farhan_Akhtar.jpg
Fahadh Faasil,Fahadh Faasil,8 August 1982,, 170 cm, 62 kg ,Brown,Black,Leo,Alappuzha_Kerala_India,Indian,,Islam,,,Married,,,images/Fahadh_Faasil.jpg
Emraan Hashmi,Emraan Anwar Hashmi,24 March 1979,,173 cm,75 kg,Dark Brown,Black,Aries,Mumbai_Maharashtra_India,Indian,B.Com,Islam,,Playing Video Games_Collecting Watches_Doing Photography ,Married,₹10-12 crore/film,₹89 Crore ($13 million),images/Emraan_Hashmi.jpg
Faisal Khan,Faisal Khan,3 August 1966,,173 cm,75 kg,Brown,Black,Leo,Mumbai_Maharashtra_India,Indian,,Islam,,,Not Known,,,images/Faisal_Khan.jpg
Feroz Khan,Feroz Khan,24 October 1989,,173 cm,76 kg,Dark Brown,Black,Scorpio,Dehradun_Uttarakhand_India,Indian ,Not Known,Islam,,Singing_Bike Riding_Adventure Sports- Rafting_Bungee Jumping,Unmarried,,,images/Feroz_Khan.jpg
Dilip Kumar,Dilip Kumar,11 December 1922 ,,175 cm,66 kg,Black,Salt & Pepper ,Sagittarius,Bombay (now Mumbai)_India,Indian ,Not Known,Islam,,Cooking_Playing Cricket,Married,,$65 million ,images/Dilip_Kumar.jpg
Fardeen Khan,Fardeen Khan,8 March 1974,,173 cm,90 kg,Dark Brown,Black,Pisces,Mumbai_Maharashtra_India,Indian,Bachelor of Business Management,Islam,,Travelling_Horse riding,Married,,,images/Fardeen_Khan.jpg
Duniya Vijay,Duniya Vijay,20 January 1974 (Sunday),,165 cm,,Black,Black,Capricorn,Anekal_Karnataka,Indian,,Hinduism,,Travelling and Gymming,Married,,Rs. 151 Crores (as of 2018) ,images/Duniya_Vijay.jpg
Dulquer Salmaan,Dulquer Salmaan,28 July 1986 (Monday),,175 cm,,Black,Black,Leo,Kochi_Kerala_India,Indian,"•Bachelor of Business Management (BBM),
•3 Months acting course",Islam,,Singing_Watching Films_Travelling,Married,,,images/Dulquer_Salmaan.jpg
Dileep (Actor),Dileep (Actor),27 October 1968,, 170 cm, 80 kg,Brown,Black,Scorpio,Aluva_Kerala_India,Indian,"Bachelor of Arts (B.A.) in Economics, Master of Arts (M.A.) in History",Hinduism,,Watching films,Married,,,images/Dileep_(Actor).jpg
Diljit Dosanjh,Daljit Singh Dosanjh ,6 January 1984,36 Years,175 cm,,Black,Black,Capricorn,Ludhiana_Punjab_India,Indian,10th standard,Sikhism,Non-Vegetarian,Dancing,Married ,₹4 crore/film,₹170 crore ,images/Diljit_Dosanjh.jpg
Dinesh Chandimal,Lokuge Dinesh Chandimal,18 November 1989,,175 cm,70 kg,Black,Black,Scorpio,Balapitiya_Sri Lanka,Sri Lankan,,Buddhist,Non-Vegetarian,Listening to Music_Watching Movies_Traveling,Married,"$125,000 a year (as in 2016)",,images/Dinesh_Chandimal.jpg
Dino Morea,Dino Morea,9 December 1975,,180 cm,84 kg,Light Brown,Black,Sagittarius,Bangalore_Karnataka,Indian,Graduate,Christianity,,Watching Movies_Swimming,Unmarried,,,images/Dino_Morea.jpg
Diganth Manchale,Diganth Manchale,28 December 1983,, 175 cm, 75 kg,Brown,Black,Capricorn,Bengaluru_Karnataka_India,Indian,Bachelor of Commerce (B.Com.),Hinduism,,,Unmarried,,,images/Diganth_Manchale.jpg
"Dharmendra Age,","Dharmendra Age,",8 December 1935,,173 cm,75 kg,Brown,Black (Dyed),Sagittarius,Sahnewal_Ludhiana_Punjab_India,Indian,12th standard,Sikhism,Non-Vegetarian,Cycling_Travelling_Watching Films,Married,,₹23 Crore (As in 2014),"images/Dharmendra_Age,.jpg"
Dhanush (Actor),Dhanush (Actor),28 July 1983,,173 cm,70 kg,Black,Black,Leo,Chennai_Tamil Nadu_India,Indian,BCA (Correspondence),Hinduism,Vegetarian,Playing Snooker & Table Tennis_Reading Novels_Writing,Married,₹10-15 crore/film,$15 million (As in 2016),images/Dhanush_(Actor).jpg
Dev Anand,Dev Anand,26 September 1923,,170 cm,55 kg,Brown,Black,Libra,Gharota_Gurdaspur_Punjab,Indian,B.A. in Literature,Hinduism,,Reading_writing_collecting pens_jackets and pair of shoes_yoga,Married,,,images/Dev_Anand.jpg
Deepak Dobriyal,Deepak Dobriyal,1 September 1975,,170 cm,60 kg,Black,Black,Virgo,Pauri Garhwal_Uttarakhand_India, Indian,Not Known,Hinduism,,Traveling_Listening to Music,Married,,Not Known,images/Deepak_Dobriyal.jpg
Dara Singh,Dara Singh,19 November 1928 (Monday),,188 cm,130 kg,Dark Brown,Salt & Pepper,,Dharmu Chak Village_Amritsar_Punjab Province_British India,Indian,,,Non-Vegetarian ,Travelling,Married (At the time of death in 2012),₹4 Lakh/film,$4 million (as in 2012),images/Dara_Singh.jpg
Darshan Aulakh,Darshan Aulakh,Not Known,,170 cm,70 kg,Dark Brown,Black,Not Known,Abohar_Punjab_India,Indian,Graduate,Sikhism,,Reading_Watching Movies,Married,,,images/Darshan_Aulakh.jpg
Devangana Kumar,Devangana Kumar,Not Known,,163 cm,63 kg,Black,Black,Not Known,New Delhi_India (Ancestral roots are from Patna_Bihar),Indian ,Graduate,Hinduism,,Painting_Collecting postcards,Married,,,images/Devangana_Kumar.jpg
Darsheel Safary,Darsheel Safary,9 March 1997,,165 cm,60 kg,Dark Brown,Black,Pisces,Mumbai_Maharashtra_India,Indian ,Undergraduate (Bachelor Of Mass Media),Hinduism,,Dancing_Singing_Playing Football & Cricket,Unmarried,,,images/Darsheel_Safary.jpg
Danny Denzongpa,Danny Denzongpa,25 February 1948,,178 cm,79 kg,Black,Black,Pisces,Gangtok_Sikkim,Indian,Course in Acting,Buddhism,,Horse riding_painting_writing_sculpting ,Married,,,images/Danny_Denzongpa.jpg
Deepak Tijori,Deepak Tijori,28 August 1961 (Monday),,173 cm,,Light Brown,Black,Virgo,Mumbai_India,Indian,"Graduation from Narsee Monjee College of Commerce and Economics, Mumbai",Hinduism,"Vegetarian ,
",Watching Movies and Surfing the Internet,Separated,,,images/Deepak_Tijori.jpg
Dev Gill,Devinder Singh Gill,12 October 1977,,180 cm,75 kg,Brown,Black,Libra,Pune_Maharashtra_India, Indian,Not Known,Hinduism,Non-Vegetarian,,Married,,Not Known,images/Dev_Gill.jpg
Dalip Tahil,Dalip Tahiliani,30 October 1952,,173 cm,70 kg,Dark Brown,Salt & Pepper,Scorpio,Lucknow_Uttar Pradesh_India,Indian,Graduate,Hinduism,Non-Vegetarian,Travelling_Singing_Playing Cricket,Married,,,images/Dalip_Tahil.jpg
Cyrus Sahukar,Cyrus Sahukar,6 August 1980,,185 cm,80 kg,Dark Brown,Black,Leo,Indore_Madhya Pradesh_India,Indian,Graduate,Zoroastrianism,Non-Vegetarian,Travelling_Writing,Unmarried,,,
David Beckham,David Beckham,2 May 1975,,183 cm,75 kg,Hazel ,Blonde,Taurus,Leytonstone_London_England,British,School Certificate,Half Jewish Half Christian ,,Music_Photography ,Married,,$350 million,images/David_Beckham.jpg
Chunky Pandey,Chunky Pandey,26 September 1962,,180 cm,69 kg,Black,Black,Libra,Mumbai_Maharashtra_India,Indian ,Not Known,Hinduism,,Partying,Married,,,images/Chunky_Pandey.jpg
Cyrus Broacha,Cyrus Broacha,7 August 1971,,175 cm,100 kg,Black,Black,Leo,Mumbai_Maharashtra_India,Indian,"Graduate in Political Science,
Degree in Law (incomplete)",Zoroastrianism,,Gymming_Travelling_Watching TV,Married,,,images/Cyrus_Broacha.jpg
"Chandrashekhar (Actor),",Chandrashekhar Vaidya,07 july 1923,,170 cm,60 kg,Brown,Salt & Pepper,Cancer,Hyderabad, Indian,7th Standard ,Hindu,,Travelling_Watching TV_Reading_Writing,Married,,,"images/Chandrashekhar_(Actor),.jpg"
Chandrachur Singh,Chandrachur Singh,11 October 1968,,180 cm,84 kg,Dark Brown,Black,Libra,Khair_Uttar Pradesh_India,Indian,Graduate,Sikhism,,Singing_Cooking,Married,,,images/Chandrachur_Singh.jpg
Charlie Chauhan,Charlie Chauhan,8 September 1990,,158 cm,70 kg,Dark Brown,Black,Virgo,Shimla_Himachal Pradesh_India,Indian ,Graduate,Hinduism,,Watching Movies_Surfing Internet_Listening to Music_Dancing,Unmarried,,,images/Charlie_Chauhan.jpg
Bobby Simha,Bobby Simha,6 November 1983,, 175 cm, 65 kg ,Black,Black,Scorpio,Kodaikanal_Dindigul district_Tamil Nadu_India,Indian,,Hinduism,,Not Known,Married,,,images/Bobby_Simha.jpg
Bobby Deol,Bobby Deol,27 January 1969,,180 cm,75 kg,Light Brown,Black,Aquarius,Sahnewal_Ludhiana_Punjab_India,Indian,Graduate in Commerce,Sikhism,Non-Vegetarian,Watching Movies_Collecting Sunglasses,Married,₹2 Crore/film,₹136 Crore ($20 Million),images/Bobby_Deol.jpg
Boman Irani,Boman Irani,2 December 1959,,188 cm,88 kg,Dark Brown,Black,Sagittarius,Mumbai_Maharashtra_India,Indian ,Diploma in Polytechnic ,Zoroastrianism (Parsi),,Photography,Married,Not Known,Not Known,images/Boman_Irani.jpg
Brahmanandam (Comedian),Brahmanandam (Comedian),1 February 1956,,165 cm,85 kg,Brown,Black,Aquarius,Chaganti Vari Palem Sattenapalli_Guntur District_Andhra Pradesh_India,Indian,M.A (Telugu) ,Hinduism,,Reading_Writing,Married,,,images/Brahmanandam_(Comedian).jpg
Barun Sobti,Barun Sobti,21 August 1984,,181 cm,74 kg,Black,Black,Leo,Delhi_India,Indian ,Not Known,Sikhism,,Writing Poems_Playing Football,Married,"Rs. 30,000 per episode",,images/Barun_Sobti.jpg
Avinash Dwivedi,Avinash Dwivedi,1987,,173 cm,68 kg,Black,Black,Not Known,Delhi_India,Indian ,Not Known,Hindu,,Dancing and writing,Married,,,images/Avinash_Dwivedi.jpg
Atul Kulkarni,Atul Kulkarni,10 September 1965 ,,178 cm,70 kg,Black,White,Virgo,Belgaum_Mysore State_India,Indian,"B.A. in English Literature from D. A. V. College, Solapur,
A Postgraduate Diploma in Dramatic Arts from National School of Drama",Hinduism,,Reading_Travelling_Listening to Music,Married,,,images/Atul_Kulkarni.jpg
Atul Agnihotri,Atul Agnihotri ,8 July 1970,,180 cm,80 kg,Brown,Black,Cancer,Delhi_India, Indian,Not Known,Not Known,,Biking,Married,,,images/Atul_Agnihotri.jpg
Avinash Tiwary,Avinash Tiwary,Year 1991,,183 cm,75 kg,Black,Black,,Mumbai_Maharashtra_India,Indian,,Hinduism,,Travelling_Reading,Unmarried,,,images/Avinash_Tiwary.jpg
"Asrani Age,",Govardhan Asrani,1 January 1941,,165 cm,65 kg,Brown,Salt & pepper (Dyed black),Capricorn,Jaipurr_India, Indian,Graduate,Hindu Sindhi,,Watching movies_reading_writing scripts,Married,,$6 million,"images/Asrani_Age,.jpg"
Ashok Selvan,Ashok Selvan,8 November 1989,, 180 cm, 73 kg ,Brown,Black,Scorpio,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Playing cricket,Unmarried,,,images/Ashok_Selvan.jpg
Ashok Kumar,Ashok Kumar,13 October 1911,,175 cm,,Brown,Black ,Libra,Bhagalpur_Bihar_India,Indian ,Graduate ,Hinduism ,,Reading novels ,Married,₹300-400/month (during 1940s and 1950s),,images/Ashok_Kumar.jpg
Ashok Gehlot,Ashok Gehlot,3 May 1951,,170 cm,75 kg,Hazel Green,Salt & Pepper,Taurus,Mahamandir_Jodhpur_India,Indian,"• Bachelor of Science,
• Bachelor of Laws,
• Masters in Economics",Hinduism,Vegetarian,,Married,"₹55,000/month + Other Allowances (as in 2018) ",₹6.5 Crore (as in 2018),images/Ashok_Gehlot.jpg
Ashok Saraf,Ashok Saraf,4 June 1947,,178 cm,80 kg,Black,Black,Gemini,Belgaum_Maharashtra_India,Indian,Not known,Hinduism,,Travelling_Listening to Music,Married,,,images/Ashok_Saraf.jpg
Ashish Vidyarthi,Ashish Vidyarthi,19 June 1962,,173 cm,80 kg,Dark Brown,Black,Gemini,Delhi_India,Indian,"Bachelor of Arts (B.A.) in History,
Diploma in Acting",Hinduism,,Travelling,Married,,,images/Ashish_Vidyarthi.jpg
Arunoday Singh,Arunoday Singh,17 February 1983,,193 cm,95 kg,Brown,Black,Aquarius,Mendora village_Bhopal_Madhya Pradesh_India,Indian,Majored in English Literature,Hinduism,,Painting_Travelling_Writing Poetry,Married,₹1 Crore/film,₹67 Crore ($10 Million),images/Arunoday_Singh.jpg
