name,full_name,dob,age,height,weight,eye_color,hair_color,zodiac_sign,hometown,nationality,education_qualification,religion,food_habit,hobbies,marital_status,salary,net_worth,image_path
Mithun Chakraborty,Mithun Chakraborty,16 June 1950,,183 cm,72 kg,Black,Black,Gemini,Barisal_East Pakistan now Bangladesh,Indian ,Graduation,Hinduism,,Dancing_Sportive Activities,Married,15 Crore INR/Movie,$40 Million,images/Mithun_Chakraborty.jpg
Mohan Joshi,Mohan Sirish Joshi,4 September 1945 (Tuesday), 74 Years,178 cm,,Black,Salt & Pepper,Virgo,Bangalore,Indian,Bachelor of Commerce ,,,,Married,,,images/Mohan_Joshi.jpg
Milind Soman,Milind Usha Soman,4 November 1965,,180 cm,75 kg,Brown,Salt & Pepper,Scorpio,Mumbai_Maharashtra_India,Indian,Diploma in Electrical Engineering,Hinduism,Non-Vegetarian,Swimming_Running_Travelling_Kickboxing,Married,,₹$20 million (as in 2018) ,images/Milind_Soman.jpg
Mugdha Chaphekar,Mugdha Chaphekar,24 March 1987,,163 cm,50 kg,Black,Black,Aries,Mumbai_Maharashtra_India,Indian,"Bachelors in English Literature, Masters Degree in History",Hinduism,,Dancing_Shopping_Travelling_Watching Movies,Married,,,images/Mugdha_Chaphekar.jpg
Mugdha Godse,Mugdha Godse,26 July 1986,,170 cm,58 Kg,Black,Black,Leo,Pune_Maharashtra,Indian,Graduate (B.Com),Hindu,,Travelling,Unmarried ,Not Known,Not Known,images/Mugdha_Godse.jpg
Manoj Tiwari,Manoj Tiwari,1 February 1973,,170 cm,78 kg,Black,Black,Aquarius,Atarwalia_Bihar_India,Indian ,M.P.Ed From Banaras Hindu University (BHU) Varanasi UP in 1994,Hinduism,,Singing and playing cricket,Divorced,Rs. 1 Lakh + Other Allowances,Rs. 24 Crore (as in 2019),images/Manoj_Tiwari.jpg
Munmun Dutta,Munmun Dutta,28 September 1987,, 165 cm, 55 kg,Black,Brown,Libra,Kolkata_West Bengal_India,Indian,,Hinduism,,Singing_Dancing_Travelling,Unmarried,,,images/Munmun_Dutta.jpg
Manoj Joshi,Manoj Joshi,3 September 1965,,170 cm,80 kg,Dark Brown,Black,Virgo,Adpodra_Gujarat_India,Indian,A Diploma in Commercial Art,Hinduism,Vegetarian,Listening to Music and Watching TV,Married,,Not Known,images/Manoj_Joshi.jpg
Manoj Kumar,Manoj Kumar,24 July 1937,,178 cm,85 kg,Black,Salt & Pepper ,Cancer,Delhi_India,Indian ,Graduation,Hinduism,,Listening to music_Singing,Married,,,images/Manoj_Kumar.jpg
Manoj Bajpayee,Manoj Bajpayee,23 April 1969,,175 cm,68 kg,Black,Black,Taurus,His ancestry belonging is a small village called Belwa on the border of Nepal near the town Narkatiaganj in West Champaran_Bihar.,Indian ,"Graduate in History,
Drama",Hinduism,,Theatre plays,Married,4 Crore (INR),Not Known,images/Manoj_Bajpayee.jpg
Mumaith Khan,Mumaith Khan,1 September 1985 ,,-163 cm,-65 kg,Dark Brown,Black,Virgo,Mumbai_Maharashtra_India,Indian,,Islam,,Dancing,Unmarried,,,images/Mumaith_Khan.jpg
Moon Moon,Moon Moon,28 March 1954,,161 cm, 70 kg,Black,Medium Golden Brown,Aries,Ballygunge_Kolkata, Indian,"• Graduate,
• Masters in Comparative Literature",Hinduism,Non-Vegetarian,• Drawing,Married,,Rs. 10.15 Crores (As in 2019),images/Moon_Moon.jpg
Mouni Roy,Mouni Roy,28 September 1985,,165 cm,50 kg,Black,Black,Libra,Cooch Behar_West Bengal_India,Indian,"English Honors,
Course in Mass Communication",Hinduism,,Reading_Painting_Travelling_Sketching_Dancing,Unmarried ,,₹70 Crores ($1 million),images/Mouni_Roy.jpg
Mukta Barve,Mukta Barve,17 May 1979 (Thursday), 41 Years,163 cm,,Black,Black,Taurus,Chinchwad_Pune_Maharashtra,Indian,"BA (Bachelor of Arts) with Drama from Lalit Kala Kendra, Savitribai Phule Pune University",,,Travelling_Singing_Doing Photography & Dancing,Unmarried,,,images/Mukta_Barve.jpg
Mumtaj (Bigg,Mumtaj (Bigg,5 July 1980,,168 cm,70 kg,Dark Brown,Black,Cancer,Mumbai_Maharashtra_India,Indian,Graduate,Islam,,,Married,,,images/Mumtaj_(Bigg.jpg
Monica Bedi,Monica Bedi,18 January 1976,,170 cm,59 kg,Brown,Dyed Brown,Capricorn,Hoshiarpur_Punjab_India,Indian,B.A. in Acting,Hinduism,,Swimming,Unmarried,,,images/Monica_Bedi.jpg
Mishti Chakravarti,Mishti Chakravarti,20 December 1987,,163 cm,54 Kg,Hazel,Black,Sagittarius,,Indian,Not Known,Hinduism,,Poetry,Unmarried,,,images/Mishti_Chakravarti.jpg
Mona Singh,Mona Singh,8 October 1981,,165 cm,60 Kg,Black,Black,Libra,Mumbai_Maharasthra (her ancestors hail from Punjab_India),Indian,Not Known,Sikhism,,Dancing_Acting,Married,"Rs. 50,000 per day",Not Known,images/Mona_Singh.jpg
Mita Vashisht,Mita Vashisht,2 November 1967,,165 cm,56 kg,Black,Dark Brown,Scorpio,Pune_Maharashtra_India,Indian,Post Graduate in English Literature,Hinduism,,,Married,,,images/Mita_Vashisht.jpg
Meher Vij,Meher Vij,22 September 1986,,168 cm,62 kg,Black,Black,Virgo,Delhi_India,Indian,Not Known,Hinduism,,Travelling_reading_listening to music,Married,,,images/Meher_Vij.jpg
Mink Brar,Mink Brar,4 November 1983,,165 cm,60 kg,Dark Brown,Black,Scorpio,Punjab_India,Indian,Graduate,Sikhism,,Travelling_Partying_Shopping,,,,images/Mink_Brar.jpg
Minissha Lamba,Minissha Lamba,18 January 1985,,157 cm,51 kg,Brown,Black,Capricorn,New Delhi_India,Indian,Major in English (hons.) ,Hinduism,,Dancing_Singing_Travelling,Married,,,images/Minissha_Lamba.jpg
Mona Lisa,Mona Lisa,21 October 1982,,165 cm,61 kg,,,Libra,Kolkata_West Bengal,Indian,,Hinduism,,Photography_Dancing,Married,,,images/Mona_Lisa.jpg
Madhu Chopra,Madhu Akhouri Chopra,16 June 1958 (Monday),,160 cm,,Dark Brown,Brown,Gemini,Mumbai_Maharashtra_India,Indian,Not Known,Hinduism,Non-Vegetarian,Travelling_Singing,Widow (Her husband died in 2013),,,images/Madhu_Chopra.jpg
Megha Akash,Megha Akash,26 October 1995,, 163 cm, 50 kg,Black,Black,Scorpio,Kariapatti_Tamil Nadu_India,Indian,,Hinduism,,Not Known,Unmarried,,,images/Megha_Akash.jpg
Meghna Naidu,Meghna Naidu,19 September 1980,,165 cm,65 kg,Brown,"Dark Brown	,
",Virgo,Mumbai_Maharashtra,Indian,B.Com,Hinduism,,Playing Tennis_watching movies_Traveling,Unmarried,,,images/Meghna_Naidu.jpg
Meera Jasmine,Meera Jasmine,15 February 1982,, 160 cm, 53 kg,Black,Black,Aquarius,Kuttapuzha_Thiruvalla_Kerala_India,Indian,,Christianity,,Listening to music_watching movies,Married,,,images/Meera_Jasmine.jpg
Meenakshi Seshadri,Meenakshi Seshadri,16 November 1963 ,,168 cm,65 kg,Brown,Black,Scorpio,Sindri_Jharkhand_India,India,,Hinduism,,Dancing,Married,,,images/Meenakshi_Seshadri.jpg
Meera Chopra,Meera Chopra,8 July 1983,,163 cm,58 Kg,Black,Black,Cancer,Delhi_India,Indian,"Graduate (English Honours),
Post Graduate (Mass Communication)",Hindu,,Watching movies_surfing on internet_using Facebook,Unmarried,Not Known,Not Known,images/Meera_Chopra.jpg
Meena Kumari,Meena Kumari,1 August 1932,,,,,,Leo,Dadar East_Bombay_British India (present-day Mumbai_India), Indian,,Islam,,Singing and Dancing,Married,,,images/Meena_Kumari.jpg
Meenakshi Arya,Meenakshi Arya,9 September 1987,, 165 cm, 54 kg,,,Virgo,Sri Ganganagar_Rajasthan_India,Indian,,Hindu,,Shopping,Unmarried,,,images/Meenakshi_Arya.jpg
Meenakshi Dixit,Meenakshi Dixit,12 October,,173 cm,58 Kg,Black,Black,Libra,Chandigarh_India,Indian,Graduate (B.Sc.),Hindu,,Shopping_Traveling,Unmarried,Not Known,Not Known,images/Meenakshi_Dixit.jpg
Luv Sinha,Luv Sinha,5 June 1983,,175 cm,70 kg,Black,Black,Gemini,Mumbai_Maharashtra_India,Indian,,Hinduism,Non-Vegetarian,Traveling,Unmarried,,,images/Luv_Sinha.jpg
Manya Narang,Manya Narang,4 January 1995,,168 cm,57 kg,,,Not Known,New Delhi_India,Indian,,Hinduism,,Watching Movies,Married,,,images/Manya_Narang.jpg
Mawra Hocane,Mawra Hocane,28 September 1992,,170 cm,52 Kg,Black,Brown,Libra,Islamabad_Pakistan,Pakistani,"Bachelor of Laws or LL.B,
Fashion Designing",Islam,,Reading_travelling_cooking and gardening,Unmarried,,,images/Mawra_Hocane.jpg
Lokesh Kumari,Lokesh Kumari,24 March 1991,, 155 cm,68 kg,,,Aries,Delhi,Indian,,Hinduism,,Dancing_Singing_Travelling,Unmarried,,,images/Lokesh_Kumari.jpg
Lucky Ali,Lucky Ali,19 September 1958,,175 cm,75 kg,Moss Green,Salt & Pepper,Virgo,Mumbai_Maharashtra_India,Indian,Not Known,Islam,,Reading_Farming,Married,,,images/Lucky_Ali.jpg
Manju Warrier,Manju Warrier,1 November 1978,, 163 cm, 54 kg,Black,Black,Scorpio,Pullu_Thrissur_Kerala_India,Indian,,Hinduism,,,Divorced,,,images/Manju_Warrier.jpg
Lekh Tandon,Lekh Tandon,13 February 1929,,165 cm,80 kg,Dark Brown,White,Aquarius,Lahore_Pakistan,Indian,,Hinduism,,Reading_Playing Video Games,Widower,,,images/Lekh_Tandon.jpg
Manjima Mohan,Manjima Mohan,11 March 1993,,160 cm,56 kg,Black,Black,Pisces,Thiruvananthapuram_Kerala_India,Indian,B.Sc in Mathematics,Hinduism,,Listening to music,Unmarried,,,images/Manjima_Mohan.jpg
Kunal Khemu,Kunal Khemu,25 May 1983,,168 cm,65 kg,Dark Brown,Black,Taurus,Mumbai_India,Indian,Graduation,Hinduism,Non-Vegetarian,Travelling_Cooking,Married,₹1-2 crore/film,$3 million,images/Kunal_Khemu.jpg
Kunal Singh,Kunal Singh,5 March 1993,, 173 cm, 75 kg,Black,Black,Pisces,Delhi_India,Indian,,Hindu,,Gymming,Unmarried,,,images/Kunal_Singh.jpg
Manisha Koirala,Manisha Koirala,16 August 1970,,165 cm,63 kg,Brown,Black and Brown,Leo,Delhi_India,"Nepalese and Indian,
",Diploma in Film Making,Hindu,,Travelling,Divorced,,INR 80 Crore (approx.),images/Manisha_Koirala.jpg
Kunaal Roy,Kunaal Roy,13 January 1979,,180 cm,85 kg,Dark Brown,Black,Capricorn,Mumbai_Maharashtra_India,Indian ,Graduate,Hinduism,,Photography_doing theatre plays_swimming,Married,,,images/Kunaal_Roy.jpg
Kunal Kapoor,Kunal Kapoor,18 October 1977 ,,191 cm,88 kg,Dark Brown,Black,Libra,Amritsar_Punjab_India,Indian,,Hinduism,,Writing_Racing_Skydiving_Travelling_Photography,Married,₹2-3 Crore/film,$4 million,images/Kunal_Kapoor.jpg
Mandira Bedi,Mandira Bedi,15 April 1972 ,,168 cm,54 Kg,Brown,Black,Aries,Fazilka_Punjab,Indian,Post graduate,Hindu,,Jogging and yoga,Married,,,images/Mandira_Bedi.jpg
Manjari Phadnis,Manjari Phadnis,10 July 1984,,168cm,58 Kg,Brown,Black,Cancer,Pune_Maharashtra_India,Indian,Graduate,Hindu,,Painting _reading_dancing and singing ,Unmarried ,Not Known,Not Known,images/Manjari_Phadnis.jpg
Mamta Kulkarni,Mamta Kulkarni,20 April 1972,,158 cm,50 Kg,Black,Black,Aries,Mumbai_Maharashtra_India,Indian,Not Known,Islam (Hindu converted Islam),,Dancing,Married,,,images/Mamta_Kulkarni.jpg
Mamta Mohandas,Mamta Mohandas,14 November 1985,, 165 cm, 50 kg,,,Scorpio,Los Angeles_California_United States,American,,Hindu,,Singing_swimming_playing basketball,Divorced,,,images/Mamta_Mohandas.jpg
Mallika Sherawat,Mallika Sherawat,24 October 1976,,168 cm,52 Kg,Brown,Black,Scorpio,Rohtak_Haryana_India,Indian,Degree in Philosophy,Hinduism,,Yoga_Travelling,Divorced,,,images/Mallika_Sherawat.jpg
Malavika Avinash,Malavika Avinash,28 January 1976,,160 cm,60 kg,Dark Brown,Black,Aquarius,Chennai_Tamil Nadu_India,Indian,Bachelor of Laws,Hinduism,,Travelling_Reading_Writing,Married,,,images/Malavika_Avinash.jpg
Malavika Nair,Malavika Nair,23 June 1999,,165 cm,55 kg,Black,Black,Cancer,Thrissur_Kerala_India,Indian,Pursuing Graduation,Hinduism,,Watching movies_Travelling_Singing_Dancing,Unmarried,,,images/Malavika_Nair.jpg
Kulbhushan Kharbanda,Kulbhushan Kharbanda,21 October 1944,,170 cm,75 kg,Brown,White,Libra ,Punjab_India, Indian,Graduate,Sikhism,,Reading,Married,,,images/Kulbhushan_Kharbanda.jpg
Mala Sinha,Mala Sinha,11 November 1936,,158 cm,70 kg,Black,Black,Scorpio,Kolkatta_India, Indian,Not Known,Christian,,Singing,Married,,,images/Mala_Sinha.jpg
Kumar Gaurav,Kumar Gaurav,11 July 1960,,173 cm,,Brown,Black,Cancer,Lucknow, Indian,High School,Hinduism,,,Married,₹6 Crore,₹68 Crore,images/Kumar_Gaurav.jpg
Mahira Khan,Mahira Khan,21 December 1984 ,,170 cm,55 Kg,Brown,Black,Sagittarius,Karachi_Pakistan,Pakistani,Dropout,Islam,,Reading_listening old music,Divorced,1 lakh/episode (PKR),Not Known,images/Mahira_Khan.jpg
Madonna Sebastian,Madonna Sebastian,19 May 1992,,163 cm,56 Kg,Black,Black,Taurus,Kochi_Kerala_India,Indian,"Bachelor of Commerce from Christ University, Bangalore",Christianity,,Singing_Listening to music_Dancing,Not Known,,,images/Madonna_Sebastian.jpg
Mahima Chaudhry,Mahima Chaudhry,13 September 1973,,163 cm,65 kg,Brown,Brown,Virgo,Darjeeling,Indian,Bachelor's Degree,Hinduism,,Swimming_Reading_Cooking,Separated,,Not Known,images/Mahima_Chaudhry.jpg
Mahika Sharma,Mahika Sharma,26 July 1994 ,,165 cm,55 kg,Brown,Black,Leo,Sirsa_Haryana_India,Indian,B.A. L.L.B. (Hons.)- Dropout,Hinduism,Vegetarian,Dancing_Travelling,Unmarried,₹ 95 lakhs/week ,,images/Mahika_Sharma.jpg
Mahie Gill,Mahie Gill,19 December 1975,,165 cm,55 kg,Brown,Black,Sagittarius,Chandigarh_India,Indian,"• Bachelor of Arts (B.A.) in Psychology, English, and Sociology,
• Masters in Theater",Sikhism,Non-Vegetarian,Travelling,Divorced (Currently in a live-in relationship),,,images/Mahie_Gill.jpg
Madhuri Dixit,Madhuri Shankar Dixit,15 May 1967,,163 cm,56 kg,Brown,Black,Taurus,Mumbai_Maharashtra_India,Indian,Degree in Micro-Biology ,Hinduism,,Dancing_Reading,Married,"3-4 crore/film (INR),
1 crore/episode (INR),
","$35 million,
",images/Madhuri_Dixit.jpg
Madhurima Tuli,Madhurima Tuli,"19 August 1986 , (Tuesday)",,168 cm,55 kg,Dark Brown,Black,Leo,Dehradun_Uttarakhand_India,Indian,Graduate,Hinduism,Vegetarian ,Doing Yoga_Gymming_Travelling,Unmarried,"₹50,000/day (as in 2018)",,images/Madhurima_Tuli.jpg
Madhura Naik,Madhura Naik,19 July 1987,,168 cm,70 kg,Dark Brown,Black,Cancer,Manama_Bahrain,Indian ,Not Known,Hinduism ,,Parting_reading_travelling_dancing,Unmarried,,,images/Madhura_Naik.jpg
Lisa Ray,Lisa Rani Ray,4 April 1972,,168 cm,57 Kg,Hazel Green,Dark Brown,Aries,Etobicoke_Toronto_Ontario_Canada,Canadian,Post Graduate degree in Acting from the Academy of Live and Recorded Arts (ALRA) in 2004,Christianity,,Doing Philanthropy_Dancing_Listening to Music_Doing Yoga_Reading_Writing ,Married,,,images/Lisa_Ray.jpg
Lisa Haydon,Lisa Haydon,17 June 1986,,178 cm,53 Kg,Brown,Black,Gemini,Australia,Indian,Psychologist ,Christianity ,,Yoga_swimming and running,Married,,,images/Lisa_Haydon.jpg
Madhavi Gogate,Madhavi Gogate,7 August 1964,,157 cm,65 kg,Dark Brown,Black,Leo,Kolhapur_Maharashtra,Indian,Not Known,Hinduism,,Listening to Music_Cooking,Married,,,images/Madhavi_Gogate.jpg
"Madhubala Age,","Madhubala Age,",14 February 1933,,163 cm,55 kg,Dark Brown,Black,Aquarius,Delhi_India,Indian,,Islam,,Driving,Married,,,"images/Madhubala_Age,.jpg"
Kishore Kumar,Kishore Kumar,4 August 1929,,173 cm,75 kg,Black,Black,Leo,Khandwa_Central Provinces (Now Madhya Pradesh)_British India,Indian,Graduate,Hinduism,,Reading Novels_Driving_Playing Table Tennis and Football,Married,Rs. 35000/song (as in 1960-1970),$1 million (as in 1980),images/Kishore_Kumar.jpg
Leena Chandavarkar,Leena Chandavarkar,29 August 1950,,161 cm,55 kg,Brown,Black,Virgo,Dharwad_Karnataka,Indian,12th Pass,Hinduism,Non-Vegetarian,,Widow,,,images/Leena_Chandavarkar.jpg
Lekha Washington,Lekha Washington,30 April 1984,,168 cm,50 kg,Dark Brown,Black,Taurus,Chennai_Tamil Nadu_India,Indian,Masters in Filmmaking and Direction ,Agnostic,,Driving_Travelling_Adventure Sports_Reading Graphic Novels,Married,,Not Known,images/Lekha_Washington.jpg
Lena Headey,Lena Headey,"3 October, 1973",,166 cm, kg,Green, Dark Brown, Libra,Shelley_West Yorkshire,British,Acting at Sherley College,Buddhist ,, Boxing and Yoga,Unmarried,"$ 175,000 per month",$1.5 million,images/Lena_Headey.jpg
Kiran Kumar,Kiran Kumar,20 October 1953 ,, 180 cm, 75 kg,,,,Mumbai_Maharashtra_India,Indian,,Hinduism,,Watching TV (Cricket),Married,,,images/Kiran_Kumar.jpg
Kishore Ajwani,Kishore Ajwani,Not Known,,178 cm,70 kg,Dark Brown,Brown,,New Delhi,Indian,"B.E. (Electronics Engineering),
Post Graduate Diploma in International Marketing,
Post Graduate Diploma in Communications",Not Known,,,Married,,,images/Kishore_Ajwani.jpg
Kay Kay,Kay Kay,2 October 1966,,1.86 cm,85 kg,Grey,Brown,Libra,Pune_Maharashtra (His ancestral background is from Kerala),Indian ,"Bachelors - Physics,
MBA - Marketing",Hindu,,Reading books_Acting,Married,Not Known,Not Known,images/Kay_Kay.jpg
Lavanya Tripathi,Lavanya Tripathi,15 December 1990,,170 cm,60 kg,Brown,Black,Sagittarius, Dehradun_Uttarakhand,Indian,Graduate in Economics,Hinduism,,Gymming_Dancing,Unmarried,,,images/Lavanya_Tripathi.jpg
Lauren Gottlieb,Lauren Gottlieb,8 June 1988,,167 cm,59 Kg,Brown,Brown Red,Gemini,Los Angeles_USA,American,"Graduating from high school in Scottsdale, Arizona, USA",Christian,,Dancing_snowboarding and wake boarding,Unmarried , 25k per day (INR),Not Known,images/Lauren_Gottlieb.jpg
Karan Singh,Karan Singh,23 February 1982,,175 cm,76 kg,Light Brown,Black,Pisces,New Delhi_India,Indian,Graduate (Hotel Management),Sikh,,Playing games on playstation,Married,"Rs 80,000 per day (for TV serial)",13.4 Crores (INR),images/Karan_Singh.jpg
Karan Kapoor,Karan Kapoor,18 January 1962,,-178 cm,-80 kg,Hazel Brown,Salt & Pepper,Capricorn,Mumbai_Maharashtra_India,Indian,,Hinduism,,Photography,Married,,,images/Karan_Kapoor.jpg
Lakshmi Manchu,Lakshmi Manchu,8 October 1977,,170 cm,60 kg,Black,Black,Libra,Chennai_India,Indian,Bachelor’s degree in Theatre,Hinduism,,Travelling_Singing _Writing,Married,,,images/Lakshmi_Manchu.jpg
Lara Dutta,Lara Dutta Bhupathi,16 April 1978,,173 cm,65 kg,Brown,Black,Aries,Bengaluru_Karnataka_India,Indian,Degree in Economics and a Minor in Communications (Distance Education),She was born to a Hindu father and Christian mother,Non-Vegetarian,Cooking_Writing_Doing yoga_Water rafting_Para gliding_Bungee jumping,Married,,₹53 crore or $8 million,images/Lara_Dutta.jpg
Lakshmi Gopalaswamy,Lakshmi Gopalaswamy,7 November 1970 ,,-165 cm,-70 kg,Dark Brown,Black,Scorpio,Bengaluru_Karnataka_India,Indian,,Hinduism,,Dancing,Unmarried,,,images/Lakshmi_Gopalaswamy.jpg
Lakshmi Rai,Lakshmi Rai,,,,,,,,,,,,,,,,,images/Lakshmi_Rai.jpg
Lakshmi Menon,Lakshmi Menon,4 November 1981,,180 cm,60 kg,Brown ,Black ,Scorpio,Goa_India,Indian,Degree in Sociology,Hinduism,,Travelling_Swimming_Running_Pilates_Reading Novels_Watching Movies,Married,,,images/Lakshmi_Menon.jpg
"Karan Age,","Karan Age,",19 August 1969,,,,,,Leo,Tamil Nadu_India,Indian ,,Hinduism,,Watching films,Married,,,"images/Karan_Age,.jpg"
Karthi (Actor),Karthi (Actor),25 May 1977,, 178 cm, 78 kg,Dark Brown,Black,Gemini,Chennai_Tamil Nadu_India,Indian,,Hindu,,Singing,Married,8 to 10 Crore/film (INR),,images/Karthi_(Actor).jpg
Kamaal R,Kamaal Rashid Khan, 1 January 1975,,170 cm,62 kg,Black,Black,Capricorn,Deoband_Uttar Pradesh_India,Indian ,Graduate,Islam,,Giving film reviews,Divorced,,,images/Kamaal_R.jpg
Kyra Dutt,Kyra Dutt,12 March 1991 ,,165cm,51 Kg,Brown,Black,Pisces,Kolkata_West Bengal_India,Indian,Not Known,Hindu,,Not Known,Unmarried ,Not Known,Not Known,images/Kyra_Dutt.jpg
Kainaat Arora,Kainaat Arora,"December 2, 1986",,165 cm,60 Kg,Brown,Black,Taurus,Mumbai_Maharashtra,Indian,B.A. (Merchandising),Hinduism,,Dancing_yoga and Shopping,Single,2 Crore/film (INR),Not Known,images/Kainaat_Arora.jpg
Kabir Bedi,Kabir Bedi,16 January 1946,,188 cm,64 kg,Dark Brown,Salt & Pepper,Capricorn,Delhi, Indian,Graduate (Field Not Known),Sikh,,Travelling_Writing,Married,,Not Known,images/Kabir_Bedi.jpg
Kumkum,Kumkum,,,,,,,,,,,,,,,,,images/Kumkum.jpg
Kulraj Randhawa,Kulraj Randhawa,16 May 1983,,168 cm,55 kg,Brown,Light Brown,Taurus,Dehradun_Uttarakhand_India,Indian,Degree in Business Management,Sikhism,,Dancing_Shopping,Unmarried,,,images/Kulraj_Randhawa.jpg
Krystle D’Souza,Krystle D’Souza,1 March 1990,, 163 cm, 55 kg,,,Pisces,Mumbai_Maharashtra_India,Indian,,Christianity,,Dancing_Travelling,Unmarried,,,images/Krystle_D’Souza.jpg
Kriti Kharbanda,Kriti Kharbanda,29 October 1988,,161 cm,52 Kg,Brown,Black,Scorpio,Bengaluru_Karnataka_India,Indian,"Graduate,
Diploma in Jewellery Designing",Hinduism,,Photography_collecting sarees & shoes,Unmarried,60-70 Lakh/film (INR),Not Known,images/Kriti_Kharbanda.jpg
Krishna Kumari,Krishna Kumari,"Year, 1979",,163 cm,55 kg,Hazel,Dark Brown,,Tharparkar_Umerkot district_Sindh_Pakistan,Pakistani,Post-Graduation in sociology from Sindh University,Hinduism,,Reading_Doing Philanthropy ,Married,Not Known,Not Known,images/Krishna_Kumari.jpg
Konkona Sen,Konkona Sen,3 December 1979,,155 cm,57 Kg,Dark Brown,Black,Sagittarius,Kolkata_India,Indian,Degree in English,Hindu,,Reading,Married ,75 Lacs – 1 Crore (INR),$5 million,images/Konkona_Sen.jpg
Komal Jha,Komal Jha,15 March 1987,, 171 cm, 56 kg,Dark Brown,Black,Pisces,Ranchi_Jharkhand_India,Indian,,Hindu,,Writing,Unmarried,,,images/Komal_Jha.jpg
Kitu Gidwani,Kitu Gidwani,22 October 1967 (Sunday),,168 cm,,Black,Black,Libra,Mumbai,Indian,Post-graduation in French ,Hinduism,,Listening to Music and Dancing,Unmarried,,,images/Kitu_Gidwani.jpg
Jugal Hansraj,Jugal Hansraj,26 July 1972,, 175 cm, 76 kg,,,Leo,Mumbai_India,Indian,,Hindu,,Listening music_swimming,Married,,,images/Jugal_Hansraj.jpg
Koel Mallick,Koel Mallick,28 April 1982,,168 cm,55 kg,Hazel Brown,Black-Brown,Taurus,Kolkata_West Bengal_India,Indian,B.Sc Psychology Honours,Hindusim,,Travelling_Eating,Married,,,images/Koel_Mallick.jpg
Koena Mitra,Koena Mitra,7 January 1984 (Saturday), 36 Years,170 cm,,Dark Brown,Black,Capricorn,Kolkata_West Bengal,Indian,PG in Psychology ,Hinduism,Non-Vegetarian,Swimming_Driving cars_Watching movies_Partying,Unmarried,,,images/Koena_Mitra.jpg
Kim Sharma,Kim Sharma,21 January 1980,,165 cm,54 kg,Dark Brown,Dark Brown,Aquarius,Ahmednagar_Maharashtra,Indian,12th Standard,Hinduism,,Reading_Travelling,Separated,,,images/Kim_Sharma.jpg
Kirron Kher,Kiran Thakar Singh Kher,14 June 1955,,165 cm,68 kg,Black,Black,Gemini,Chandigarh_India,Indian ,"Master Of Arts (English Literature) From Department Of English, Panjab University, Chandigarh in 1973",Sikhism,,Horoscope_Jewellery ,Married,Rs. 1 Lakh + Other Allowances,Rs. 47.5 Crore (as in 2019),images/Kirron_Kher.jpg
Kiran Juneja,Kiran Juneja,10 February 1964 (Monday),,165 cm,,Brown,Black,Aquarius,Punjabi Bagh_New Delhi_India,Indian,Graduate,Sikhism,,Cooking_Painting_Travelling,Married,,,images/Kiran_Juneja.jpg
Khushali Kumar,Khushali Kumar,19 December 1988 ,31 Years,168 cm,56 kg,Dark Brown,Black,Sagittarius,New Delhi_India,Indian,Graduate in Fashion Designing,Hinduism,,Photography,,,,images/Khushali_Kumar.jpg
Kiara Advani,Kiara Advani,31 July 1992,,165 cm,55 kg,Light Brown,Brown,Leo,Mumbai_Maharashtra_India,Indian,Graduate,Sindhi Hindu,Non-Vegetarian,Snorkeling_Doing Burpees_Zip Lining_Rock Climbing,Unmarried,Not Known,,images/Kiara_Advani.jpg
Kimi Katkar,Kimi Katkar,11 December 1965,,163 cm,60 kg,Hazel ,Black,Sagittarius ,Mumbai_India,Indian,Graduate,Hinduism,"Not Known,
",Reading_Cooking_Travelling,Married,,,images/Kimi_Katkar.jpg
Johnny Lever,Johnny Lever,14 August 1957,,165 cm,66 kg,Black,Black,Leo,Prakasam_Andhra Pradesh_India (Presently lives in Mumbai_India),Indian ,7th Standard,Christianity,,Doing Charity_Doing Mimicry_Listening to Music_Watching Films,Married,Not Known,Not Known,images/Johnny_Lever.jpg
Jithan Ramesh,Jithan Ramesh,23 October 1982,,175 cm,75 kg,Dark Brown,Black,Libra,Chennai_Tamil Nadu_India,Indian,Bachelor of Business Administration (BBA),Hinduism,Non-Vegetarian,Travelling_Playing Cricket,Married,,,images/Jithan_Ramesh.jpg
Jimmy Sheirgill,Jimmy Sheirgill,3 December 1970,,173 cm,65 kg,Black,Black,Sagittarius,Patiala_Punjab_India,Indian ,B.Com ,Sikhism,Non-Vegetarian,Reading_Playing & Watching Cricket,Married,₹1-2 crore/film,₹68 Crore ($10 million),images/Jimmy_Sheirgill.jpg
Jisshu Sengupta,Jisshu Sengupta,15 March 1977 ,,183 cm,75 kg,Dark Brown,Black,Pisces,Kolkata_India,Indian,Degree in Economics,Hinduism,,Driving_Listening to Music,Married,,,images/Jisshu_Sengupta.jpg
Jiiva (aka,Jiiva (aka,4 January 1984,, 182 cm,70 kg,,,Capricorn,Chennai_Tamil Nadu_India,Indian,,Hindu,,Listening to music_watching films_playing cricket_playing computer games,Married,,,images/Jiiva_(aka.jpg
Kavya Madhavan,Kavya Madhavan,19 September 1984 (Wednesday),,163 cm,,Black,Black,Virgo,Nileshwar_Kasaragod_Kerala,Indian,,Hinduism,,Cooking_Reading_Writing_and Dancing,Married,,,images/Kavya_Madhavan.jpg
